id,lineage,type,country
ERR2513980,4.8,training,United Kingdom
SRR2100414,4.8,training,NA
ERR2517452,4.8,training,Netherlands
ERR133881,4.8,training,Russia
ERR2513497,4.8,training,United Kingdom
ERR144629,4.8,training,Russia
ERR2510677,4.8,training,Italy
SRR2101597,4.8,training,NA
SRR2101616,4.8,training,NA
ERR2510738,4.8,training,Italy
ERR2516150,4.8,training,Spain
SRR2101101,4.8,training,NA
ERR1034917,4.8,training,South Africa
SRR2101367,4.8,training,NA
ERR2512627,4.8,training,United Kingdom
SRR2101235,4.8,training,NA
ERR2513622,4.8,training,United Kingdom
ERR2517575,4.8,training,Netherlands
ERR2514259,4.8,training,United Kingdom
SRR2101125,4.8,training,NA
ERR2517131,4.8,training,Netherlands
ERR2517470,4.8,training,Netherlands
SRR6046324,4.8,training,United Kingdom
ERR1034919,4.8,training,South Africa
ERR2516197,4.8,training,Belgium
ERR400409,4.8,training,United Kingdom
ERR2514732,4.8,training,United Kingdom
SRR2100816,4.8,training,NA
ERR2199958,4.8,training,Germany
SRR6045453,4.8,training,United Kingdom
ERR2510768,4.8,training,Italy
ERR2512970,4.8,training,United Kingdom
ERR2516328,4.8,training,Belgium
ERR2517238,4.8,training,Netherlands
ERR2512862,4.8,training,United Kingdom
SRR3675567,4.8,training,United Kingdom
ERR2510722,4.8,training,Italy
ERR2515482,4.8,training,South Africa
ERR037543,4.8,training,Malawi
ERR2200006,4.8,training,Swaziland
ERR040122,4.8,training,Uganda
SRR5065492,4.8,training,Vietnam
ERR551714,4.8,training,NA
SRR2100424,4.8,training,NA
ERR551144,4.8,training,NA
ERR2515991,4.8,training,South Africa
ERR552827,4.8,training,NA
ERR2041732,4.8,training,Serbia
ERR2510759,4.8,training,Italy
ERR2516105,4.8,training,Spain
ERR2516502,4.8,training,Peru
ERR2516632,4.8,training,Peru
ERR2510148,4.8,training,Peru
ERR2516631,4.8,training,Peru
ERR1034744,4.8,training,Peru
ERR2516131,4.8,training,Spain
ERR2512764,4.8,training,United Kingdom
ERR2514375,4.8,training,United Kingdom
ERR2513690,4.8,training,United Kingdom
ERR2516980,4.8,training,United Kingdom
ERR2199840,4.8,training,Germany
ERR551593,4.8,training,NA
ERR2510705,4.8,training,Italy
ERR2510829,4.8,training,Italy
ERR216923,4.8,training,Malawi
SRR2101442,4.8,training,NA
ERR2515460,4.8,training,South Africa
ERR2515340,4.8,training,South Africa
ERR2515699,4.8,training,South Africa
ERR551669,4.8,training,NA
ERR1034832,4.8,training,Portugal
ERR1034811,4.8,training,Portugal
ERR1034839,4.8,training,Portugal
ERR2514435,4.8,training,United Kingdom
ERR2514785,4.8,training,United Kingdom
SRR5065602,4.8,training,Vietnam
SRR5073934,4.8,training,Vietnam
ERR552851,4.8,training,NA
SRR5065476,4.8,training,Vietnam
ERR2514651,4.8,training,United Kingdom
ERR2512518,4.8,training,United Kingdom
ERR2513067,4.8,training,United Kingdom
ERR2516298,4.8,training,Belgium
ERR551646,4.8,training,NA
ERR2515756,4.8,training,South Africa
SRR1140966_SRR1019156,4.8,training,South Africa
ERR2515233,4.8,training,South Africa
ERR2512420,4.8,training,United Kingdom
ERR2512488,4.8,training,United Kingdom
ERR2513915,4.8,training,United Kingdom
ERR1034729,4.8,training,Peru
ERR2516436,4.8,training,Peru
ERR552128,4.8,training,NA
ERR553235,4.8,training,NA
ERR2516168,4.8,training,Belgium
ERR046831,4.8,training,United States
ERR046890,4.8,training,United States
ERR2517558,4.8,training,Netherlands
ERR553130_ERR553131,4.8,training,NA
SRR6046516,4.8,training,United Kingdom
SRR2100586,4.8,training,NA
ERR039341,4.8,training,United States
ERR039342,4.8,training,United States
ERR550938,4.8,training,NA
ERR2516086,4.8,training,South Africa
ERR108157,4.8,training,South Africa
ERR108158,4.8,training,South Africa
ERR2514681,4.8,training,United Kingdom
ERR551198,4.8,training,NA
ERR553034,4.8,training,NA
ERR2512480,4.8,training,United Kingdom
ERR552525,4.8,training,NA
ERR2510820,4.8,training,Italy
SRR2100200,4.8,training,NA
SRR2101044,4.8,training,NA
ERR2512429,4.8,training,United Kingdom
ERR2515177,4.8,training,South Africa
ERR2517008,4.8,training,United Kingdom
ERR2510832,4.8,training,Italy
ERR2510657,4.8,training,Italy
ERR2510689,4.8,training,Italy
ERR2516136,4.8,training,Spain
ERR2510685,4.8,training,Italy
ERR2510706,4.8,training,Italy
ERR2510781,4.8,training,Italy
ERR2513211,4.8,training,United Kingdom
ERR2513340,4.8,training,United Kingdom
ERR552025,4.8,training,NA
ERR2512436,4.8,training,United Kingdom
SRR6045545,4.8,training,United Kingdom
ERR550801,4.8,training,NA
ERR2516326,4.8,training,Belgium
ERR2516342,4.8,training,Belgium
ERR2516363,4.8,training,Belgium
SRR5067680,4.8,training,Vietnam
ERR552521_ERR552522_ERR552523,4.8,training,NA
ERR551229,4.8,training,NA
ERR400550,4.8,training,United Kingdom
ERR2510229,4.8,training,Peru
SRR2101666,4.8,training,NA
ERR2510771,4.8,training,Italy
ERR2517608,4.8,training,Netherlands
ERR2517323,4.8,training,Netherlands
ERR2517390,4.8,training,Netherlands
ERR2514663,4.8,training,United Kingdom
ERR2512855,4.8,training,United Kingdom
SRR6044896,4.8,training,United Kingdom
SRR6045993,4.8,training,United Kingdom
ERR2510813,4.8,training,Italy
ERR552299,4.8,training,NA
ERR553016,4.8,training,NA
ERR2514861,4.8,training,United Kingdom
SRR2100103,4.8,training,NA
SRR6044912,4.8,training,United Kingdom
ERR2512767,4.8,training,United Kingdom
ERR2514614,4.8,training,United Kingdom
ERR2513355,4.8,training,United Kingdom
ERR2517321,4.8,training,Netherlands
ERR2515652,4.8,training,South Africa
ERR2515921,4.8,training,South Africa
ERR2515181,4.8,training,South Africa
ERR2515379,4.8,training,South Africa
ERR2515713,4.8,training,South Africa
ERR2515152,4.8,training,South Africa
SRR1172754_SRR1196512_SRR1175083_SRR1184295,4.8,training,South Africa
ERR2516068,4.8,training,South Africa
ERR2515202,4.8,training,South Africa
ERR552701,4.8,training,Swaziland
SRR1172945_SRR1184341_SRR1196498_SRR1173088,4.8,training,South Africa
SRR833047_SRR833178_SRR833093_SRR833005_SRR833004_SRR833108,4.8,training,South Africa
ERR1035190,4.8,training,Portugal
ERR037540,4.8,training,Malawi
SRR2101805,4.8,training,NA
ERR551128_ERR551129,4.8,training,NA
ERR551797_ERR551798,4.8,training,NA
ERR551887_ERR551888,4.8,training,NA
ERR552970_ERR552971,4.8,training,NA
ERR2516115,4.8,training,Spain
ERR2517159,4.8,training,Netherlands
ERR212036,4.8,training,Malawi
ERR245649,4.8,training,Malawi
SRR6045628,4.8,training,United Kingdom
ERR2516165,4.8,training,Spain
ERR1034682,4.8,training,Colombia
ERR1034795,4.8,training,Peru
ERR2515003,4.8,training,United Kingdom
ERR551842,4.8,training,NA
ERR2517480,4.8,training,Netherlands
SRR2100831,4.8,training,NA
SRR6046160,4.8,training,United Kingdom
ERR2517127,4.8,training,Netherlands
ERR2513318,4.8,training,United Kingdom
ERR2513578,4.8,training,United Kingdom
ERR2516216,4.8,training,Belgium
ERR2517406,4.8,training,Netherlands
ERR2517553,4.8,training,Netherlands
ERR2514252,4.8,training,United Kingdom
ERR2516368,4.8,training,Belgium
SRR2100462,4.8,training,NA
ERR2516337,4.8,training,Belgium
ERR1035185,4.8,training,Portugal
ERR2199742,4.8,training,Germany
ERR2516318,4.8,training,Belgium
ERR2515957,4.8,training,South Africa
ERR2515978,4.8,training,South Africa
ERR1035191,4.8,training,Portugal
ERR1034809,4.8,training,Portugal
ERR1034810,4.8,training,Portugal
ERR551541,4.8,training,NA
ERR400449,4.8,training,United Kingdom
ERR2041684,4.8,training,Serbia
ERR2041730,4.8,training,Serbia
ERR2514569,4.8,training,United Kingdom
ERR2515485,4.8,training,South Africa
ERR2515763,4.8,training,South Africa
ERR2514838,4.8,training,United Kingdom
ERR046952,4.8,training,United States
ERR046953,4.8,training,United States
ERR046930,4.8,training,United States
SRR2100942,4.8,training,NA
ERR046932,4.8,training,United States
SRR2100181,4.8,training,NA
ERR039339,4.8,training,United States
ERR046929,4.8,training,United States
ERR046948,4.8,training,United States
ERR039340,4.8,training,United States
ERR046951,4.8,training,United States
SRR2101337,4.8,training,NA
ERR2512761,4.8,training,United Kingdom
ERR144585,4.8,training,Russia
ERR552756,4.8,training,NA
ERR2514878,4.8,training,United Kingdom
ERR2517322,4.8,training,Netherlands
ERR2510774,4.8,training,Italy
ERR2199833,4.8,training,Germany
ERR2517253,4.8,training,Netherlands
ERR552028,4.8,training,NA
ERR551993,4.8,training,NA
ERR553054,4.8,training,NA
ERR2514337,4.8,training,United Kingdom
ERR2510764,4.8,training,Italy
ERR2516348,4.8,training,Belgium
ERR1035092,4.8,training,Vietnam
SRR5073827,4.8,training,Vietnam
SRR5065408,4.8,training,Vietnam
SRR5073580,4.8,training,Vietnam
SRR5073729,4.8,training,Vietnam
SRR5073502,4.8,training,Vietnam
SRR5073781,4.8,training,Vietnam
SRR5073940,4.8,training,Vietnam
ERR2512965,4.8,training,United Kingdom
ERR2517353,4.8,training,Netherlands
ERR108432,4.8,training,Russia
ERR1034952,4.8,training,South Africa
ERR133841,4.8,training,Russia
ERR553257,4.8,training,NA
ERR1034654,4.8,training,Bulgaria
ERR067614,4.8,training,Russia
ERR550986,4.8,training,NA
ERR551526,4.8,training,NA
SRR2101260,4.8,training,NA
SRR2100775,4.8,training,NA
SRR2100810,4.8,training,NA
ERR2516156,4.8,training,Spain
ERR550811,4.8,training,NA
ERR1213829,4.8,training,South Korea
ERR067708,4.8,training,Russia
ERR108427,4.8,training,Russia
ERR158571,4.8,training,Russia
ERR108460,4.8,training,Russia
ERR133803,4.8,training,Russia
ERR2510704,4.8,training,Italy
ERR551849,4.8,training,NA
ERR551130_ERR551131,4.8,training,NA
ERR552442_ERR552443,4.8,training,NA
SRR2100214,4.8,training,NA
ERR067676,4.8,training,Russia
SRR1162536,4.8,training,Belarus
ERR400426,4.8,training,United Kingdom
ERR2513244,4.8,training,United Kingdom
ERR552866,4.8,training,NA
ERR2041721,4.8,training,Serbia
ERR2510855,4.8,training,Italy
ERR2516357,4.8,training,Belgium
ERR2517155,4.8,training,Netherlands
ERR2514262,4.8,training,United Kingdom
SRR1163372,4.8,training,Belarus
ERR552999,4.8,training,NA
ERR2512443,4.8,training,United Kingdom
ERR2517651,4.8,training,Netherlands
ERR2200089,4.8,training,Germany
ERR551335,4.8,training,NA
ERR234694,4.8,training,Russia
ERR2510754,4.8,training,Italy
ERR108463,4.8,training,Russia
ERR551763,4.8,training,NA
ERR2200127,4.8,training,Germany
ERR229967,4.8,training,Russia
SRR1159301,4.8,training,Belarus
ERR2514113,4.8,training,United Kingdom
ERR108468,4.8,training,Russia
ERR2517646,4.8,training,Netherlands
ERR1213943,4.8,training,Kazakhstan
ERR2512537,4.8,training,United Kingdom
ERR2513861,4.8,training,United Kingdom
ERR550936,4.8,training,NA
ERR552055,4.8,training,NA
ERR2517216,4.8,training,Netherlands
ERR2517468,4.8,training,Netherlands
ERR551413,4.8,training,NA
SRR2100743,4.8,training,NA
ERR2513002,4.8,training,United Kingdom
ERR036204,4.8,training,Malawi
ERR181942,4.8,training,Malawi
ERR216945,4.8,training,Malawi
ERR161159,4.8,training,Malawi
ERR176449,4.8,training,Malawi
ERR2513298,4.8,training,United Kingdom
ERR552502,4.8,training,NA
ERR552292,4.8,training,NA
ERR2514807,4.8,training,United Kingdom
ERR2514553,4.8,training,United Kingdom
ERR2200055,4.8,training,Germany
ERR552803,4.8,training,NA
ERR2517584,4.8,training,Netherlands
ERR2517423,4.8,training,Netherlands
SRR2101136,4.8,training,NA
ERR2199859,4.8,training,Germany
ERR2516315,4.8,training,Belgium
ERR2041755,4.8,training,Serbia
ERR2514280,4.8,training,United Kingdom
ERR2515030,4.8,training,United Kingdom
ERR550769,4.8,training,NA
ERR552428,4.8,training,NA
ERR552072,4.8,training,NA
ERR551684,4.8,training,NA
ERR552852,4.8,training,NA
ERR2200134,4.8,training,Germany
ERR2517592,4.8,training,Netherlands
ERR228065,4.8,training,Russia
ERR551999,4.8,training,NA
ERR133939,4.8,training,Russia
ERR234578,4.8,training,Russia
ERR230001,4.8,training,Russia
ERR133989,4.8,training,Russia
SRR6044991,4.8,training,United Kingdom
ERR2514365,4.8,training,United Kingdom
ERR2514752,4.8,training,United Kingdom
ERR551918_ERR551919,4.8,training,NA
ERR552291,4.8,training,NA
ERR2199884,4.8,training,Germany
ERR551954,4.8,training,NA
ERR2510668,4.8,training,Italy
ERR2516166,4.8,training,Belgium
ERR552020,4.8,training,NA
SRR2101346,4.8,training,NA
ERR133808,4.8,training,Russia
ERR551115,4.8,training,NA
ERR551715,4.8,training,NA
ERR046833,4.8,training,United States
ERR046888,4.8,training,United States
ERR2516582,4.8,training,Netherlands
ERR2510730,4.8,training,Italy
ERR2510852,4.8,training,Italy
ERR2516251,4.8,training,Belgium
ERR2516282,4.8,training,Belgium
ERR2516167,4.8,training,Belgium
ERR2516281,4.8,training,Belgium
ERR2510724,4.8,training,Italy
ERR2510725,4.8,training,Italy
ERR2516340,4.8,training,Belgium
ERR2510823,4.8,training,Italy
ERR2510824,4.8,training,Italy
ERR2514656,4.8,training,United Kingdom
SRR2100630,4.8,training,NA
ERR2517476,4.8,training,Netherlands
ERR552985,4.8,training,NA
ERR550642,4.8,training,NA
SRR2100734,4.8,training,NA
ERR108442,4.8,training,Russia
ERR038747,4.8,training,Uganda
SRR2100073,4.8,training,NA
ERR2514017,4.8,training,United Kingdom
ERR038742,4.8,training,Uganda
SRR2100667,4.8,training,NA
ERR2516178,4.8,training,Belgium
ERR2517143,4.8,training,Netherlands
ERR046995,4.8,training,United States
ERR046999,4.8,training,United States
ERR552681_ERR552682,4.8,training,NA
ERR2199789,4.8,training,Germany
ERR2514274,4.8,training,United Kingdom
ERR550974,4.8,training,NA
ERR144592,4.8,training,Russia
ERR2516358,4.8,training,Belgium
ERR552639,4.8,training,NA
SRR6046639,4.8,training,United Kingdom
ERR552795,4.8,training,NA
ERR137191,4.8,training,Russia
ERR229991,4.8,training,Russia
ERR228023,4.8,training,Russia
ERR2199794,4.8,training,Germany
ERR1034660,4.8,training,Bulgaria
ERR2514235,4.8,training,United Kingdom
ERR2517400,4.8,training,Netherlands
ERR2517531,4.8,training,Netherlands
ERR551002,4.8,training,NA
ERR551716,4.8,training,NA
ERR2513349,4.8,training,United Kingdom
ERR2513517,4.8,training,United Kingdom
ERR2041722,4.8,training,Serbia
ERR2041794,4.8,training,Serbia
ERR2516123,4.8,training,Spain
ERR1034653,4.8,training,Bulgaria
ERR1034663,4.8,training,Bulgaria
ERR552013,4.8,training,NA
ERR2513288,4.8,training,United Kingdom
SRR6045505,4.8,training,United Kingdom
ERR2513959,4.8,training,United Kingdom
ERR2514488,4.8,training,United Kingdom
ERR2513396,4.8,training,United Kingdom
ERR2514705,4.8,training,United Kingdom
ERR067680,4.8,training,Russia
ERR551591_ERR551592,4.8,training,NA
ERR133807,4.8,training,Russia
ERR137238,4.8,training,Russia
ERR551085,4.8,training,NA
ERR551300,4.8,training,NA
ERR2514639,4.8,training,United Kingdom
ERR2515019,4.8,training,United Kingdom
ERR144557,4.8,training,Russia
ERR144602,4.8,training,Russia
ERR2516592,4.8,training,Peru
ERR2512778,4.8,training,United Kingdom
SRR1159366,4.8,training,Belarus
SRR1159713,4.8,training,Belarus
ERR551276,4.8,training,NA
SRR2099938,4.8,training,NA
ERR551634_ERR551635,4.8,training,NA
ERR067726,4.8,training,Russia
ERR2514941,4.8,training,United Kingdom
ERR552512,4.8,training,NA
ERR2513742,4.8,training,United Kingdom
SRR6045736,4.8,training,United Kingdom
ERR2510753,4.8,training,Italy
ERR2200113,4.8,training,Germany
ERR2510805,4.8,training,Italy
ERR2513291,4.8,training,United Kingdom
ERR2514551,4.8,training,United Kingdom
ERR2041770,4.8,training,Serbia
ERR2516810,4.8,training,United Kingdom
ERR2516945,4.8,training,United Kingdom
SRR2101348,4.8,training,NA
ERR1034611,4.8,training,Pakistan
ERR133980,4.8,training,Russia
ERR2199777,4.8,training,Germany
ERR2513482,4.8,training,United Kingdom
ERR067719,4.8,training,Russia
ERR234696,4.8,training,Russia
ERR228035,4.8,training,Russia
ERR228055,4.8,training,Russia
ERR228063,4.8,training,Russia
ERR2513990,4.8,training,United Kingdom
SRR5709973,4.8,training,Thailand
ERR2517386,4.8,training,Netherlands
ERR2513317,4.8,training,United Kingdom
ERR2517418,4.8,training,Netherlands
ERR2517589,4.8,training,Netherlands
ERR2517627,4.8,training,Netherlands
ERR2514607,4.8,training,United Kingdom
ERR2514883,4.8,training,United Kingdom
ERR2200028,4.8,training,Germany
ERR2516158,4.8,training,Spain
ERR552597,4.8,training,NA
ERR2199847,4.8,training,Germany
ERR2199903,4.8,training,Germany
ERR2514346,4.8,training,United Kingdom
ERR108478,4.8,training,Russia
ERR2514231,4.8,training,United Kingdom
ERR067602,4.8,training,Russia
ERR067678,4.8,training,Russia
SRR2100578,4.8,training,NA
ERR234699,4.8,training,Russia
ERR2517497,4.8,training,Netherlands
ERR2517632,4.8,training,Netherlands
ERR2200054,4.8,training,Germany
ERR552371,4.8,training,NA
ERR2513114,4.8,training,United Kingdom
ERR2513181,4.8,training,United Kingdom
ERR552716,4.8,training,NA
ERR2513976,4.8,training,United Kingdom
ERR2514943,4.8,training,United Kingdom
ERR2517150,4.8,training,Netherlands
ERR2512715,4.8,training,United Kingdom
ERR2514739,4.8,training,United Kingdom
ERR2513619,4.8,training,United Kingdom
ERR552014,4.8,training,NA
ERR2514512,4.8,training,United Kingdom
SRR2101299,4.8,training,NA
SRR1159360,4.8,training,Belarus
ERR133964,4.8,training,Russia
ERR552813,4.8,training,NA
ERR400398,4.8,training,United Kingdom
ERR2514791,4.8,training,United Kingdom
ERR1035227,4.8,training,Portugal
ERR2514198,4.8,training,United Kingdom
SRR2100131,4.8,training,NA
SRR2100097,4.8,training,NA
ERR046821,4.8,training,United States
ERR046903,4.8,training,United States
ERR046796,4.8,training,United States
SRR2100132,4.8,training,NA
ERR552350,4.8,training,NA
ERR2513167,4.8,training,United Kingdom
ERR2514507,4.8,training,United Kingdom
SRR2100305,4.8,training,NA
SRR6046792,4.8,training,United Kingdom
SRR2101098,4.8,training,NA
ERR2512403,4.8,training,United Kingdom
ERR2513220,4.8,training,United Kingdom
ERR2514051,4.8,training,United Kingdom
ERR2513281,4.8,training,United Kingdom
ERR245771,4.8,training,Malawi
ERR552921_ERR552922,4.8,training,NA
ERR2516583,4.8,training,Netherlands
SRR6045073,4.8,training,United Kingdom
SRR5710019,4.8,training,Thailand
ERR752048,4.8,training,Thailand
ERR718532,4.8,training,Thailand
ERR752128,4.8,training,Thailand
ERR2514091,4.8,training,United Kingdom
ERR2514239,4.8,training,United Kingdom
SRR2100753,4.8,training,NA
SRR2100983,4.8,training,NA
ERR2516672,4.8,training,Netherlands
ERR2199966,4.8,training,Germany
ERR234599,4.8,training,Russia
ERR067685,4.8,training,Russia
ERR229990,4.8,training,Russia
ERR229937,4.8,training,Russia
ERR067763,4.8,training,Russia
ERR133830,4.8,training,Russia
ERR229942,4.8,training,Russia
ERR190375,4.8,training,Malawi
ERR176457,4.8,training,Malawi
ERR181776,4.8,training,Malawi
ERR2515384,4.8,training,South Africa
ERR161055,4.8,training,Malawi
ERR161110,4.8,training,Malawi
ERR161113,4.8,training,Malawi
ERR245701,4.8,training,Malawi
ERR2513879,4.8,training,United Kingdom
ERR2512524,4.8,training,United Kingdom
ERR2513397,4.8,training,United Kingdom
ERR2513431,4.8,training,United Kingdom
SRR6046450,4.8,training,United Kingdom
ERR553197_ERR553198,4.8,training,NA
ERR108457,4.8,training,Russia
ERR133893,4.8,training,Russia
ERR2516374,4.8,training,Belgium
ERR751894,4.8,training,Thailand
ERR752181,4.8,training,Thailand
ERR067666,4.8,training,Russia
ERR133864,4.8,training,Russia
ERR2510726,4.8,training,Italy
ERR2510728,4.8,training,Italy
SRR2100057,4.8,training,NA
ERR2516148,4.8,training,Spain
ERR2516109,4.8,training,Spain
ERR2516114,4.8,training,Spain
ERR2514995,4.8,training,United Kingdom
SRR5074109,4.8,training,Vietnam
ERR163969,4.8,training,Malawi
ERR176776,4.8,training,Malawi
ERR212046,4.8,training,Malawi
ERR176537,4.8,training,Malawi
ERR212047,4.8,training,Malawi
ERR176590,4.8,training,Malawi
ERR176768,4.8,training,Malawi
ERR212030,4.8,training,Malawi
ERR212020,4.8,training,Malawi
ERR245806,4.8,training,Malawi
ERR181903,4.8,training,Malawi
ERR037484,4.8,training,Malawi
ERR245802,4.8,training,Malawi
ERR181679,4.8,training,Malawi
ERR221535,4.8,training,Malawi
ERR2200085,4.8,training,Germany
ERR2514664,4.8,training,United Kingdom
ERR2514345,4.8,training,United Kingdom
ERR2516248,4.8,training,Belgium
ERR2516260,4.8,training,Belgium
ERR2517212,4.8,training,Netherlands
ERR2517300,4.8,training,Netherlands
ERR1034694,4.8,training,India
SRR5341209,4.8,training,India
ERR2517120,4.8,training,United Kingdom
SRR2100426,4.8,training,NA
ERR2510552,4.8,training,Pakistan
ERR2514513,4.8,training,United Kingdom
ERR2512450,4.8,training,United Kingdom
SRR6045614,4.8,training,United Kingdom
ERR2512630,4.8,training,United Kingdom
ERR2514789,4.8,training,United Kingdom
ERR2514521,4.8,training,United Kingdom
ERR2512981,4.8,training,United Kingdom
ERR2512743,4.8,training,United Kingdom
ERR2513899,4.8,training,United Kingdom
SRR2101256,4.8,training,NA
SRR6046189,4.8,training,United Kingdom
ERR2513794,4.8,training,United Kingdom
SRR6046517,4.8,training,United Kingdom
ERR2513411,4.8,training,United Kingdom
ERR2512602,4.8,training,United Kingdom
ERR2513192,4.8,training,United Kingdom
SRR3675211,4.8,training,United Kingdom
ERR072035,4.8,training,United States
ERR072019,4.8,training,United States
ERR047009,4.8,training,United States
ERR046998,4.8,training,United States
ERR047011,4.8,training,United States
ERR2513561,4.8,training,United Kingdom
SRR2101275,4.8,training,NA
ERR2514243,4.8,training,United Kingdom
ERR2514724,4.8,training,United Kingdom
ERR2517019,4.8,training,United Kingdom
ERR2517077,4.8,training,United Kingdom
ERR2515748,4.8,training,South Africa
SRR2101816,4.8,training,NA
ERR2513737,4.8,training,United Kingdom
ERR2514999,4.8,training,United Kingdom
SRR2101681,4.8,training,NA
ERR2515230,4.8,training,South Africa
ERR2515599,4.8,training,South Africa
ERR1034689,4.8,training,India
ERR2514877,4.8,training,United Kingdom
SRR5073700,4.8,training,Vietnam
ERR2516054,4.8,training,South Africa
SRR1181117_SRR1183053_SRR1180142_SRR1181211,4.8,training,South Africa
ERR2515161,4.8,training,South Africa
SRR2101704,4.8,training,NA
ERR2515726,4.8,training,South Africa
ERR2515449,4.8,training,South Africa
ERR2516071,4.8,training,South Africa
ERR2513643,4.8,training,United Kingdom
ERR2517635,4.8,training,Netherlands
SRR2101369,4.8,training,NA
SRR2101353,4.8,training,NA
ERR2515764,4.8,training,South Africa
SRR2101603,4.8,training,NA
ERR2515586,4.8,training,South Africa
ERR2515852,4.8,training,South Africa
ERR1034956,4.8,training,South Africa
ERR2515347,4.8,training,South Africa
ERR2515280,4.8,training,South Africa
ERR2515494,4.8,training,South Africa
ERR400419,4.8,training,United Kingdom
ERR552728,4.8,training,Sierra Leone
ERR2512717,4.8,training,United Kingdom
ERR2515830,4.8,training,South Africa
ERR2516048,4.8,training,South Africa
ERR2517540,4.8,training,Netherlands
ERR400543,4.8,training,United Kingdom
ERR2515926,4.8,training,South Africa
ERR2516056,4.8,training,South Africa
SRR6046447,4.8,training,United Kingdom
SRR2101599,4.8,training,NA
SRR2100059,4.8,training,NA
SRR6045271,4.8,training,United Kingdom
ERR2515216,4.8,training,South Africa
ERR2515694,4.8,training,South Africa
ERR2515317,4.8,training,South Africa
ERR2515391,4.8,training,South Africa
ERR553314,4.8,training,Sierra Leone
ERR400547,4.8,training,United Kingdom
ERR2514364,4.8,training,United Kingdom
ERR2514576,4.8,training,United Kingdom
ERR552553,4.8,training,Sierra Leone
ERR550901_ERR550902,4.8,training,NA
ERR551550_ERR551551,4.8,training,NA
ERR553009,4.8,training,Sierra Leone
ERR552935,4.8,training,Sierra Leone
ERR553211_ERR553212,4.8,training,NA
SRR6046496,4.8,training,United Kingdom
ERR2513277,4.8,training,United Kingdom
ERR2514613,4.8,training,United Kingdom
ERR2512641,4.8,training,United Kingdom
SRR6045209,4.8,training,United Kingdom
SRR6045936,4.8,training,United Kingdom
ERR2515071,4.8,training,United Kingdom
SRR6045169,4.8,training,United Kingdom
ERR2514588,4.8,training,United Kingdom
ERR2514674,4.8,training,United Kingdom
ERR2512530,4.8,training,United Kingdom
ERR2513875,4.8,training,United Kingdom
ERR2514408,4.8,training,United Kingdom
SRR6046162,4.8,training,United Kingdom
ERR2512637,4.8,training,United Kingdom
SRR6045639,4.8,training,United Kingdom
ERR2513465,4.8,training,United Kingdom
SRR6045625,4.8,training,United Kingdom
ERR2513188,4.8,training,United Kingdom
ERR2513924,4.8,training,United Kingdom
SRR6044775,4.8,training,United Kingdom
ERR2513892,4.8,training,United Kingdom
SRR2100138,4.8,training,NA
ERR2513155,4.8,training,United Kingdom
SRR6045817,4.8,training,United Kingdom
ERR751484,4.8,test,NA
SRR6063518,4.8,test,NA
ERR2229442,4.8,test,NA
ERR2229627,4.8,test,NA
ERR2229479,4.8,test,NA
ERR3275833,4.8,test,NA
ERR2228961,4.8,test,NA
ERR2229527,4.8,test,NA
ERR978829,4.8,test,NA
ERR2446450,4.8,test,NA
ERR3275631,4.8,test,NA
SRR6063512,4.8,test,NA
ERR1949999,4.8,test,NA
ERR2229453,4.8,test,NA
ERR2229327,4.8,test,NA
ERR2229339,4.8,test,NA
ERR978801,4.8,test,NA
ERR1465836,4.8,test,NA
SRR6061390,4.8,test,NA
ERR978770,4.8,test,NA
ERR1144974,4.8,test,NA
ERR1949960,4.8,test,NA
SRR6063500,4.8,test,NA
ERR2228857,4.8,test,NA
ERR2486940,4.8,test,NA
ERR2229201,4.8,test,NA
SRR6063496,4.8,test,NA
ERR3275806,4.8,test,NA
ERR1465905,4.8,test,NA
ERR1465907,4.8,test,NA
ERR1465962,4.8,test,NA
ERR2229351,4.8,test,NA
ERR2228849,4.8,test,NA
ERR1465979_ERR1465871,4.8,test,NA
SRR6061381,4.8,test,NA
SRR6074054,4.8,test,NA
ERR2229273,4.8,test,NA
ERR1465861_ERR1465977,4.8,test,NA
ERR2228968,4.8,test,NA
ERR2229028,4.8,test,NA
SRR6067272,4.8,test,NA
ERR2229222,4.8,test,NA
ERR2446318,4.8,test,NA
ERR978722,4.8,test,NA
ERR2229248,4.8,test,NA
ERR1144990,4.8,test,NA
ERR1950035,4.8,test,NA
SRR6064860,4.8,test,NA
ERR1465897,4.8,test,NA
ERR2229710,4.8,test,NA
ERR2510493,4.8,test,NA
ERR2229053,4.8,test,NA
ERR1465847,4.8,test,NA
SRR1169043_SRR1166296,4.8,test,NA
ERR978804,4.8,test,NA
ERR1750873,4.8,test,NA
ERR3275185,4.8,test,NA
ERR978666,4.8,test,NA
SRR1166297,4.8,test,NA
ERR1950071,4.8,test,NA
ERR2446337,4.8,test,NA
ERR234592,4.8,test,NA
SRR6067266,4.8,test,NA
SRR6074071,4.8,test,NA
ERR2229294,4.8,test,NA
ERR3276250,4.8,test,NA
SRR6063502,4.8,test,NA
ERR552617,4.8,test,NA
ERR911895,4.8,test,NA
SRR6063516,4.8,test,NA
ERR978743,4.8,test,NA
ERR3275352,4.8,test,NA
ERR2229730,4.8,test,NA
ERR1465872_ERR1465980,4.8,test,NA
ERR2677465,4.8,test,NA
SRR3724811,4.8,test,NA
SRR6397415,4.8,test,NA
ERR978805,4.8,test,NA
